"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","CUIDADOHIJOS_HH","RECUVOTOG","NIVELESTENTREV_imp","GRADACDISC_imp","GRADODESIGUALDAD_imp","VALSALARIOS_imp","VALPOSASC_imp","VALOPEMP_imp","TARHOGENTREV_HH_media","ESCIDEOL_media","ESCFEMINIS_MEDIA"
"Mujer",60,"10001-50000 habitantes","1100-1800€",4,"Ninguno","Trabaja","FP grado medio","Nada de acuerdo","Muy grandes","Igual","Igual","Mejor",6,NA,"Agnóstico/a",NA,"N.C.","FP grado medio","Nada de acuerdo","Muy grandes","Igual","Igual","Mejor",4,4.77000264061262,6
"Hombre",32,"≤2000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",2,3,10
"Mujer",75,"2001-10000 habitantes","1100-1800€",4,"Ninguno","Pensionista (no ha trabajado)","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",8,5,"Católico/a practicante",NA,"PP","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",4,5,8
"Hombre",46,"≤2000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",1,2,8
"Hombre",58,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,7,"Católico/a no practicante",NA,"VOX","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,7,1
"Hombre",44,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",0,10,"Ateo/a",3,"VOX","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",2,10,0
"Hombre",86,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,1,"Ateo/a",NA,NA,"Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",2,1,8
"Hombre",31,"10001-50000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",10,NA,"Ateo/a",NA,NA,"Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",1,4.77000264061262,10
"Hombre",40,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Pequeñas","Peor","Peor","Igual",8,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Pequeñas","Peor","Peor","Igual",0,3,8
"Mujer",48,"10001-50000 habitantes",NA,4,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Muy grandes","Igual","Igual","Peor",5,5,"Católico/a no practicante",12,NA,"FP grado superior","Bastante de acuerdo","Muy grandes","Igual","Igual","Peor",4,5,5
"Mujer",78,"10001-50000 habitantes","Menos de 1100€",5,"Ninguno","Trabajo doméstico no remunerado","Educación secundaria","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a practicante",NA,"N.C.","Educación secundaria","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,5
"Hombre",52,"2001-10000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Católico/a practicante",NA,"VOX","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",4,10,0
"Mujer",43,"2001-10000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Ateo/a",2,"SUMAR (Podemos, IU, Más País, etc.)","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",4,3,8
"Mujer",51,"2001-10000 habitantes","3901-5000€",4,"Tiene hijos/as menores","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a",2,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,2,9
"Hombre",36,"≤2000 habitantes",NA,2,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo",NA,"Peor","Peor","Peor",5,1,"Ateo/a",NA,"N.C.","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,5
"Hombre",76,"2001-10000 habitantes","Más de 5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,"Agnóstico/a",NA,"PP","Doctorado","Nada de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,8,0
"Mujer",40,"2001-10000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,4,"Agnóstico/a",10,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",3,4,8
"Hombre",35,"2001-10000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",1,7,"Católico/a no practicante",10,"PP","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",3,7,1
"Mujer",28,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",2,3,8
"Hombre",34,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","En paro, ha trabajado antes","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,9
"Mujer",42,"2001-10000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",6,6,"Católico/a no practicante",9,"PP","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",4,6,6
"Hombre",70,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",5,5,"Católico/a no practicante",NA,"N.C.","Doctorado","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",3,5,5
"Mujer",52,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Títulos propios posgrado","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",8,6,"Indiferente, no creyente",NA,"PP","Títulos propios posgrado","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",2,6,8
"Hombre",22,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",5,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",3,3,5
"Hombre",17,"100001-400000 habitantes","3901-5000€",0,"Ninguno","Estudiante","Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",4,7,"Indiferente, no creyente",NA,NA,"Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",0,7,4
"Hombre",24,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,3,8
"Mujer",36,"100001-400000 habitantes","1100-1800€",8,"Tiene hijos/as menores","Trabaja","Grado universitario","Bastante de acuerdo","Bastante grandes","Igual","Peor","Peor",8,5,"Católico/a practicante",8,"Otro partido","Grado universitario","Bastante de acuerdo","Bastante grandes","Igual","Peor","Peor",8,5,8
"Hombre",47,"100001-400000 habitantes","1801-2700€",4,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Mejor","Igual",0,8,"Católico/a practicante",NA,"PP","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Mejor","Igual",4,8,0
"Hombre",23,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,3,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,3,9
"Hombre",21,"100001-400000 habitantes",NA,1,"Ninguno","Estudiante","Bachillerato","Muy de acuerdo","Casi inexistentes","Mejor","Igual","Igual",0,7,"Católico/a practicante",NA,"VOX","Bachillerato","Muy de acuerdo","Casi inexistentes","Mejor","Igual","Igual",1,7,0
"Mujer",66,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Mejor","Igual",5,8,"Católico/a practicante",NA,"PP","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Mejor","Igual",3,8,5
"Mujer",31,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",1,1,10
"Hombre",28,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Grado universitario","Regular","Pequeñas","Peor","Igual","Mejor",5,3,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Grado universitario","Regular","Pequeñas","Peor","Igual","Mejor",2,3,5
"Mujer",18,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Estudiante","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",7,3,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",1,3,7
"Mujer",64,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Doctorado","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Doctorado","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",0,3,10
"Hombre",27,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Ateo/a",NA,NA,"FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,1,9
"Hombre",66,"100001-400000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Doctorado","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",5,7,"Agnóstico/a",NA,"VOX","Doctorado","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",1,7,5
"Hombre",74,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",3,6,"Católico/a practicante",NA,"N.C.","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",2,6,3
"Hombre",85,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,NA,"Católico/a no practicante",NA,NA,"Doctorado","Nada de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,4.77000264061262,0
"Mujer",47,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",8,7,"Católico/a no practicante",6,"PP","Diplomaturas oficiales","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",2,7,8
"Hombre",40,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a",2,"SUMAR (Podemos, IU, Más País, etc.)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,8
"Hombre",73,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,2,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,2,7
"Hombre",44,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",8,2,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,2,8
"Mujer",54,"100001-400000 habitantes","1100-1800€",4,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Peor","Peor","Peor",5,2,"Católico/a practicante",NA,NA,"FP grado superior","Muy de acuerdo","Pequeñas","Peor","Peor","Peor",4,2,5
"Hombre",64,"100001-400000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,3,8
"Hombre",52,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Trabaja","FP grado medio","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",7,3,"Católico/a no practicante",NA,"SUMAR (Podemos, IU, Más País, etc.)","FP grado medio","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",2,3,7
"Hombre",50,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",5,6,"Católico/a no practicante",NA,"PP","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",1,6,5
"Hombre",24,"100001-400000 habitantes","Más de 5000€",3,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Católico/a no practicante",NA,"PP","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,10,0
"Hombre",38,"100001-400000 habitantes","1100-1800€",1,"Ninguno","En paro, ha trabajado antes","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",1,3,7
"Mujer",21,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,2,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,10
"Hombre",23,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Estudiante","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,8
"Mujer",24,"100001-400000 habitantes","1801-2700€",2,"Ninguno","En paro, ha trabajado antes","FP grado superior","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",6,5,"Católico/a practicante",NA,"PP","FP grado superior","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",2,5,6
"Mujer",55,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","En paro, ha trabajado antes","Licenciatura","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",0,6,"Católico/a practicante",NA,"PP","Licenciatura","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",2,6,0
"Mujer",25,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Igual","Peor",10,10,"Agnóstico/a",NA,"PP","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Igual","Peor",1,10,10
"Hombre",42,"10001-50000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Católico/a no practicante",4,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",2,4,8
"Hombre",79,"2001-10000 habitantes",NA,0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",0,10,"Católico/a practicante",NA,"VOX","Educación secundaria","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",0,10,0
"Mujer",23,"≤2000 habitantes","2701-3900€",0,"Ninguno","Estudiante","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,4,"Indiferente, no creyente",NA,NA,"FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",0,4,10
"Mujer",56,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,2,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,10
"Hombre",22,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Estudiante","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",5,4,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",0,4,5
"Hombre",62,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Peor","Peor","Peor",0,5,"Católico/a no practicante",NA,"Voto nulo","Educación secundaria","Muy de acuerdo","Casi inexistentes","Peor","Peor","Peor",2,5,0
"Hombre",63,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Estudiante","Bachillerato","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",5,NA,NA,NA,NA,"Bachillerato","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",2,4.77000264061262,5
"Hombre",37,"10001-50000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Mejor",5,7,"Ateo/a",1,"PP","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Mejor",1,7,5
"Hombre",68,"2001-10000 habitantes","2701-3900€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,1,10
"Hombre",83,"2001-10000 habitantes",NA,NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",5,5,"Católico/a no practicante",NA,"N.C.","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2.28715767083223,5,5
"Hombre",47,"2001-10000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas",NA,"Igual","Igual",2,5,"Católico/a no practicante",0,"PP","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",1,5,2
"Hombre",76,"≤2000 habitantes","1100-1800€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a no practicante",NA,"VOX","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",0,5,5
"Hombre",51,"50001-100000 habitantes","1100-1800€",1,"Ninguno","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Mejor","Mejor",5,5,"Católico/a no practicante",NA,NA,"FP grado superior","Poco de acuerdo","Pequeñas","Peor","Mejor","Mejor",1,5,5
"Hombre",78,"50001-100000 habitantes","1100-1800€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,3,"Indiferente, no creyente",NA,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",4,3,10
"Mujer",32,"50001-100000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",7,3,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",1,3,7
"Mujer",62,"2001-10000 habitantes","Menos de 1100€",4,"Ninguno","Trabaja","Primaria","Nada de acuerdo","Bastante grandes","Peor",NA,"Peor",9,NA,"Católico/a practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,4.77000264061262,9
"Mujer",53,"2001-10000 habitantes","3901-5000€",3,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",10,5,"Agnóstico/a",NA,NA,"Máster oficial","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",3,5,10
"Mujer",52,"2001-10000 habitantes","1801-2700€",5,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",5,8,"Católico/a no practicante",NA,"PP","Educación secundaria","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",5,8,5
"Hombre",58,"2001-10000 habitantes","1801-2700€",6,"Tiene hijos/as menores","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,4,"Ateo/a",1,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,4,9
"Mujer",33,"≤2000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Grado universitario","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",8,6,"Católico/a no practicante",24,"PP","Grado universitario","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",2,6,8
"Hombre",39,"2001-10000 habitantes","2701-3900€",5,"Ninguno","Trabaja","Primaria","Bastante de acuerdo","Pequeñas","Mejor","Peor","Peor",5,10,"Ateo/a",NA,"PP","Primaria","Bastante de acuerdo","Pequeñas","Mejor","Peor","Peor",5,10,5
"Hombre",34,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Muy grandes","Igual","Igual","Igual",0,10,"Católico/a no practicante",NA,"PP","Bachillerato","Muy de acuerdo","Muy grandes","Igual","Igual","Igual",2,10,0
"Mujer",60,"≤2000 habitantes","1801-2700€",6,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo","Bastante grandes","Mejor","Peor","Peor",5,6,"Católico/a practicante",NA,"PP","Educación secundaria","Poco de acuerdo","Bastante grandes","Mejor","Peor","Peor",6,6,5
"Hombre",77,"10001-50000 habitantes","Menos de 1100€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",7,10,"Católico/a practicante",NA,"PP","Primaria","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",0,10,7
"Hombre",38,"≤2000 habitantes","1801-2700€",NA,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",NA,6,"Católico/a no practicante",NA,"VOX","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",2.28715767083223,6,6.26659908768373
"Hombre",30,"10001-50000 habitantes","Menos de 1100€",0,"Ninguno","Estudiante","Educación secundaria","Muy de acuerdo","Muy grandes","Igual",NA,"Peor",0,7,"Agnóstico/a",NA,"VOX","Educación secundaria","Muy de acuerdo","Muy grandes","Igual","Peor","Peor",0,7,0
"Hombre",66,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Poco de acuerdo","Pequeñas","Igual",NA,"Igual",5,4,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",1,4,5
"Mujer",25,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Grado universitario","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",7,5,"Ateo/a",NA,NA,"Grado universitario","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",2,5,7
"Hombre",70,"10001-50000 habitantes","1801-2700€",7,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Igual","Peor",7,8,"Católico/a practicante",NA,"PP","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Igual","Peor",7,8,7
"Mujer",33,"10001-50000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,4,"Católico/a no practicante",7,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",3,4,8
"Hombre",61,"2001-10000 habitantes","1801-2700€",1,"Tiene hijos/as menores","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,9,"Ateo/a",0,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,9,7
"Hombre",64,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Católico/a no practicante",1,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,9
